2021-06-23 05:23:49.196060,L F' U2 B2 R' F' L' B L2 F2 R2 D2 R' B2 D' B2 R' U' R U' B' L2 B2 D R2,768
2021-06-23 05:23:57.265465,U' R' F2 L2 D' R2 D F U' F U' R U2 R' U R2 F' L U' L' F D2 L2 U B2,660
2021-06-23 05:24:04.667401,B2 D2 R2 F' R' B' L2 D' L B D F2 D' B L' D2 B2 U2 F' R' U B D R' F2,968
2021-06-23 05:24:08.649937,R2 D B2 U' L F L F R' U F' D R2 F R2 U R' B' L' U' R' F2 L D2 L',728
